user_input,retrieved_contexts,response,answer_relevancy
Người lao động làm việc theo ca liên tục 8 giờ ban đêm (từ 22h đến 06h sáng). Thời gian nghỉ giữa giờ được tính vào giờ làm việc là bao nhiêu phút và doanh nghiệp có phải trả thêm tiền lương làm việc vào ban đêm không?,[],"Theo quy định của pháp luật lao động Việt Nam, cụ thể là **Bộ luật Lao động năm 2019**, trả lời cho câu hỏi của bạn như sau:

---

### 1. **Thời gian nghỉ giữa giờ được tính vào giờ làm việc**

Theo **Điều 108 Bộ luật Lao động 2019**, người lao động làm việc theo ca có quyền được nghỉ giữa giờ:

> **Điều 108. Thời giờ nghỉ ngơi**
>
> 1. Người lao động làm việc theo ca hoặc theo ngày có quyền được nghỉ ít nhất 30 phút liên tục sau 8 giờ làm việc.
>
> 2. Thời gian nghỉ quy định tại khoản 1 Điều này được tính vào thời giờ làm việc.

👉 Như vậy, **người lao động làm ca 8 giờ liên tục (kể cả ca đêm) được nghỉ ít nhất 30 phút**, và **thời gian nghỉ này được tính vào giờ làm việc**.

---

### 2. **Doanh nghiệp có phải trả thêm tiền lương làm việc vào ban đêm không?**

Theo **Điều 98 Bộ luật Lao động 2019** và **Nghị định 145/2020/NĐ-CP** hướng dẫn thi hành:

> **Điều 98. Tiền lương làm thêm giờ, làm việc vào ban đêm**
>
> 1. Người lao động làm việc vào ban đêm (từ 22 giờ đến 06 giờ sáng hôm sau) thì được trả thêm ít nhất bằng **30%** tiền lương tính theo đơn giá tiền lương hoặc tiền lương thực trả theo công việc đang làm.

👉 Như vậy, **doanh nghiệp bắt buộc phải trả thêm ít nhất 30% tiền lương** cho thời gian làm việc vào ban đêm (từ 22h đến 06h).

---

### ✅ Tóm lại:
- **Thời gian nghỉ giữa giờ**: **30 phút**, được **tính vào giờ làm việc**.
- **Tiền lương ban đêm**: Doanh nghiệp **phải trả thêm ít nhất 30%** so với lương ngày bình thường cho toàn bộ thời gian làm việc trong khung giờ từ 22h đến 06h.

---

Nếu doanh nghiệp không thực hiện đúng, người lao động có quyền khiếu nại hoặc yêu cầu thanh tra lao động can thiệp theo quy định tại **Điều 137 Bộ luật Lao động 2019**.",
"Người lao động chết do tai nạn lao động. Thân nhân của họ được hưởng những chế độ gì từ quỹ BHXH (mai táng, tuất) và mức hưởng được xác định dựa trên căn cứ nào?",[],"Khi người lao động chết do **tai nạn lao động**, thân nhân của họ được hưởng các chế độ **mai táng phí** và **trợ cấp tuất** từ **quỹ bảo hiểm xã hội (BHXH)** theo quy định của pháp luật. Cụ thể như sau:

---

### 1. **Chế độ mai táng phí**

Theo **Điều 68 Luật Bảo hiểm xã hội năm 2014**:

> **Điều 68. Trợ cấp mai táng phí**  
> Người lao động đang đóng bảo hiểm xã hội hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội mà chết thì thân nhân được hưởng trợ cấp mai táng phí bằng **10 tháng lương cơ sở** tại thời điểm người lao động chết.

- **Đối tượng hưởng**: Thân nhân người lao động (người lo mai táng).
- **Mức hưởng**: **10 tháng lương cơ sở** tại thời điểm người lao động chết.
  - Ví dụ: Nếu thời điểm 2024, lương cơ sở là 1,8 triệu đồng/tháng → Mai táng phí = 10 × 1,8 triệu = **18 triệu đồng**.

> ⚠️ Lưu ý: Nếu người lao động chết do tai nạn lao động, mức mai táng phí **vẫn được tính theo quy định trên**, không có mức riêng cao hơn.

---

### 2. **Chế độ trợ cấp tuất hằng tháng hoặc một lần**

Theo **Điều 69 và Điều 70 Luật Bảo hiểm xã hội 2014**:

Người lao động đang đóng BHXH hoặc đang bảo lưu thời gian đóng mà chết thì **thân nhân thuộc diện được hưởng trợ cấp tuất** nếu đáp ứng điều kiện về độ tuổi, hoàn cảnh gia đình, và không có thu nhập hoặc thu nhập thấp.

#### a) **Trợ cấp tuất hằng tháng** – Điều 69

Người lao động chết do tai nạn lao động được **ưu tiên xét hưởng trợ cấp tuất hằng tháng** nếu có thân nhân thuộc một trong các trường hợp sau:

- Con dưới 18 tuổi; con từ 18 tuổi trở lên nếu bị suy giảm khả năng lao động từ 81% trở lên.
- Vợ hoặc chồng từ đủ 55 tuổi (nữ) hoặc 60 tuổi (nam) trở lên; hoặc dưới tuổi này nhưng bị suy giảm khả năng lao động từ 81% trở lên.
- Cha, mẹ đẻ; cha, mẹ vợ hoặc cha, mẹ chồng (nếu sống cùng) từ đủ 60 tuổi (nam) hoặc 55 tuổi (nữ) trở lên, hoặc dưới tuổi nhưng suy giảm từ 81% trở lên.

> **Mức trợ cấp tuất hằng tháng**:
> - **50% mức lương cơ sở** cho mỗi thân nhân.
> - Nếu không có người trực tiếp nuôi dưỡng, mức trợ cấp là **70% mức lương cơ sở**.

#### b) **Trợ cấp tuất một lần** – Điều 70

Nếu **không có thân nhân đủ điều kiện hưởng tuất hằng tháng**, hoặc có nhưng **không làm thủ tục hưởng**, thì thân nhân được hưởng **trợ cấp tuất một lần**.

> **Mức trợ cấp tuất một lần** được tính theo thời gian đóng BHXH:
> - Dưới 1 năm: 0,5 tháng mức bình quân tiền lương tháng đóng BHXH.
> - Từ 1 năm đến dưới 15 năm: 1,5 tháng mức bình quân tiền lương tháng đóng BHXH.
> - Từ 15 năm trở lên: cứ thêm 1 năm đóng, thêm 0,5 tháng lương, tối đa không quá 2,5 tháng.

> ⚠️ Đặc biệt: **Nếu người lao động chết do tai nạn lao động**, mức trợ cấp tuất một lần **tăng thêm 0,5 tháng mức bình quân tiền lương** so với quy định chung (theo hướng dẫn tại **Khoản 3 Điều 1 Thông tư 59/2015/TT-BLĐTBXH**).

---

### 3. **Căn cứ xác định mức hưởng**

- **Lương cơ sở**: Do Nhà nước quy định, thay đổi theo từng thời kỳ (hiện nay là 1,8 triệu đồng/tháng từ 01/7/2023).
- **Mức bình quân tiền lương tháng đóng BHXH**: Tính theo quy định tại **Điều 62 Luật BHXH 2014**.
- **Thời gian đóng BHXH**: Được xác định từ khi tham gia đến thời điểm chết.
- **Nguyên nhân chết do tai nạn lao động**: Phải được **xác nhận bởi Hội đồng giám định y khoa** hoặc **cơ quan có thẩm quyền về an toàn lao động**.

---

### ✅ Tóm lại, thân nhân được hưởng:

| Chế độ | Mức hưởng | Căn cứ pháp lý |
|--------|----------|----------------|
| **Mai táng phí** | 10 tháng lương cơ sở | Điều 68 Luật BHXH 2014 |
| **Trợ cấp tuất hằng tháng** | 50% hoặc 70% lương cơ sở/tháng/người | Điều 69 Luật BHXH 2014 |
| **Trợ cấp tuất một lần** | Tùy thời gian đóng BHXH, **tăng thêm 0,5 tháng** nếu chết do TNLĐ | Điều 70 + Thông tư 59/2015/TT-BLĐTBXH |

---

Nếu cần hỗ trợ làm hồ sơ, thân nhân cần liên hệ **cơ quan BHXH nơi người lao động tham gia** để được hướng dẫn thủ tục.",
Người lao động vi phạm thỏa thuận bảo vệ bí mật kinh doanh sau khi đã chấm dứt hợp đồng lao động. Quy trình xử lý bồi thường thiệt hại được thực hiện theo luật nào và doanh nghiệp có được khấu trừ vào tiền lương cuối cùng không?,[],"Khi người lao động vi phạm thỏa thuận bảo vệ bí mật kinh doanh sau khi đã chấm dứt hợp đồng lao động, việc xử lý bồi thường thiệt hại được thực hiện theo các quy định của **Bộ luật Lao động 2019** và **Bộ luật Dân sự 2015**, cụ thể như sau:

---

### 1. **Cơ sở pháp lý xử lý vi phạm thỏa thuận bảo vệ bí mật kinh doanh**

Theo **Điều 20 Bộ luật Lao động 2019**, người lao động có nghĩa vụ:

> ""Bảo vệ tài sản, bí mật công nghệ, kinh doanh của người sử dụng lao động theo thỏa thuận trong hợp đồng lao động hoặc theo quy định của pháp luật.""

Ngoài ra, **Điều 21 Bộ luật Lao động 2019** cũng quy định người lao động có trách nhiệm **bồi thường thiệt hại** nếu gây thiệt hại cho người sử dụng lao động do vi phạm nghĩa vụ lao động, bao gồm cả vi phạm nghĩa vụ bảo mật.

Tuy nhiên, nếu hành vi vi phạm xảy ra **sau khi chấm dứt hợp đồng lao động**, thì việc xử lý bồi thường chủ yếu căn cứ vào:

- **Thỏa thuận trong hợp đồng lao động hoặc phụ lục hợp đồng** về nghĩa vụ bảo mật sau chấm dứt hợp đồng;
- **Điều 584 Bộ luật Dân sự 2015** về trách nhiệm bồi thường thiệt hại ngoài hợp đồng.

> **Điều 584 Bộ luật Dân sự 2015** quy định:
> ""Người nào do lỗi làm thiệt hại đến tài sản, quyền, lợi ích hợp pháp của người khác thì phải bồi thường.""

Do đó, nếu người lao động tiết lộ bí mật kinh doanh sau khi nghỉ việc, doanh nghiệp có quyền **khởi kiện dân sự** để yêu cầu bồi thường thiệt hại, dựa trên căn cứ vi phạm nghĩa vụ đã cam kết.

---

### 2. **Doanh nghiệp có được khấu trừ vào tiền lương cuối cùng không?**

Theo **Điều 47 Bộ luật Lao động 2019**, khi chấm dứt hợp đồng lao động, người sử dụng lao động có nghĩa vụ:

> ""Thanh toán đầy đủ các khoản tiền có liên quan đến quyền lợi của người lao động trong thời hạn 14 ngày kể từ ngày chấm dứt hợp đồng.""

Việc **khấu trừ tiền bồi thường** vào các khoản thanh toán cuối cùng (như lương, trợ cấp, bảo hiểm...) **chỉ được thực hiện nếu có sự đồng ý của người lao động hoặc theo quyết định của cơ quan có thẩm quyền** (Tòa án, Trung tâm hòa giải...).

> **Điều 102 Bộ luật Lao động 2019** quy định:
> ""Việc khấu trừ vào tiền lương của người lao động để bù đắp thiệt hại chỉ được thực hiện trong trường hợp người lao động gây thiệt hại do **lỗi của mình** và **phải được sự đồng ý của người lao động**, trừ trường hợp pháp luật có quy định khác.""

Do người lao động đã **chấm dứt hợp đồng**, không còn quan hệ lao động, nên **doanh nghiệp không được tự ý khấu trừ tiền bồi thường vào các khoản thanh toán cuối cùng** nếu không có thỏa thuận hoặc quyết định xử lý vi phạm.

---

### ✅ Kết luận:

1. **Quy trình xử lý bồi thường**:
   - Căn cứ vào **thỏa thuận bảo mật** trong hợp đồng lao động.
   - Áp dụng **Bộ luật Dân sự 2015** (Điều 584) để yêu cầu bồi thường thiệt hại.
   - Doanh nghiệp có thể **khởi kiện ra Tòa án** nếu không thỏa thuận được.

2. **Khấu trừ vào tiền lương cuối cùng**:
   - **Không được phép tự ý khấu trừ** nếu người lao động đã nghỉ việc, trừ khi có **đồng ý bằng văn bản** của người lao động hoặc **quyết định của Tòa án**.

---

### ✅ Khuyến nghị:
Doanh nghiệp nên:
- Có điều khoản bảo mật rõ ràng trong hợp đồng lao động.
- Quy định mức bồi thường cụ thể nếu vi phạm.
- Bảo vệ bằng chứng vi phạm (email, tài liệu, xác nhận của bên thứ ba...).
- Khởi kiện dân sự để yêu cầu bồi thường nếu cần.

Nếu cần, có thể yêu cầu Tòa án áp dụng **biện pháp khẩn cấp tạm thời** để ngăn chặn việc tiết lộ thêm thông tin.",
Người tham gia BHXH tự nguyện muốn hưởng lương hưu nhưng còn thiếu 05 tháng đóng. Họ có được đóng một lần cho những tháng còn thiếu không? Thời điểm hưởng lương hưu được tính từ khi nào?,[],"Theo quy định tại **Điều 73 Luật Bảo hiểm xã hội năm 2014** và **Khoản 2 Điều 9 Nghị định số 136/2015/NĐ-CP** ngày 31/12/2015, người tham gia bảo hiểm xã hội tự nguyện đã đủ điều kiện về tuổi nghỉ hưu nhưng **thiếu không quá 6 tháng** bảo hiểm xã hội thì **được đóng một lần cho những tháng còn thiếu** để hưởng lương hưu.

Trong trường hợp của bạn: người tham gia **còn thiếu 05 tháng** đóng BHXH tự nguyện để đủ điều kiện hưởng lương hưu → **được phép đóng một lần cho 05 tháng còn thiếu**.

---

### Thời điểm hưởng lương hưu được tính từ khi nào?

Theo **Khoản 2 Điều 9 Nghị định 136/2015/NĐ-CP**, thời điểm hưởng lương hưu được **tính từ tháng liền kề sau tháng đóng một lần cho thời gian còn thiếu**.

**Ví dụ minh họa:**
- Ông A sinh năm 1964, đủ tuổi nghỉ hưu vào tháng 01/2024.
- Đến tháng 01/2024, ông A mới đóng được 175 tháng BHXH (cần 180 tháng để đủ điều kiện).
- Ông A còn thiếu 05 tháng → được đóng một lần cho 05 tháng còn thiếu vào tháng 01/2024.
- → **Thời điểm hưởng lương hưu của ông A là từ tháng 02/2024** (tháng liền kề sau tháng đóng đủ).

---

### Kết luận:
1. **Có được đóng một lần cho 05 tháng còn thiếu** để hưởng lương hưu (theo Điều 73 Luật BHXH 2014 và Khoản 2 Điều 9 Nghị định 136/2015).
2. **Thời điểm hưởng lương hưu** được tính từ **tháng liền kề sau tháng đóng đủ số tháng còn thiếu**.",
"Chị A làm công việc giao hàng thường xuyên di chuyển qua 5 kho bãi khác nhau của công ty tại nhiều quận. Trong hợp đồng lao động, mục ""Địa điểm làm việc"" phải ghi như thế nào cho đúng?",[],"Theo quy định của Bộ luật Lao động năm 2019, **Điều 21** quy định về nội dung bắt buộc phải có trong hợp đồng lao động, trong đó có **""địa điểm làm việc""**.

Cụ thể, **Khoản 1 Điều 21 Bộ luật Lao động 2019** quy định:

> ""Hợp đồng lao động phải có các nội dung chủ yếu sau đây:  
> ...  
> c) Địa điểm làm việc;  
> ...""

Trong trường hợp của chị A, vì công việc giao hàng yêu cầu di chuyển thường xuyên qua **5 kho bãi khác nhau tại nhiều quận**, thì việc ghi địa điểm làm việc cần phải **phản ánh đúng tính chất công việc thực tế**, đồng thời **đảm bảo quyền lợi người lao động** và **tuân thủ pháp luật**.

### Hướng dẫn ghi địa điểm làm việc:

Theo **Khoản 2 Điều 29 Bộ luật Lao động 2019**, người sử dụng lao động **chỉ được chuyển người lao động làm việc tại nơi khác** nếu thuộc một trong các trường hợp được quy định, và phải **thỏa thuận bằng văn bản** nếu thay đổi địa điểm làm việc vượt quá phạm vi đã ghi trong hợp đồng.

Do đó, để tránh vi phạm khi điều động chị A đến các kho khác, **địa điểm làm việc trong hợp đồng cần được ghi rõ ràng, cụ thể hoặc bao quát đủ các địa điểm thực tế** mà chị A phải làm việc.

### Cách ghi đúng:

**Phương án hợp lý nhất là:**

> ""Địa điểm làm việc: Các kho bãi của Công ty tại các quận: [Liệt kê cụ thể tên quận hoặc địa chỉ các kho: Quận 1, Quận 2, Quận 7, Quận 9, Quận Thủ Đức (TP. Thủ Đức)] và các địa điểm khác theo phân công thực tế của công ty trong phạm vi TP. Hồ Chí Minh.""

Hoặc nếu công ty có nhiều chi nhánh, kho bãi không cố định:

> ""Địa điểm làm việc: Các địa điểm thuộc hệ thống kho bãi và văn phòng của Công ty trên địa bàn TP. Hồ Chí Minh, theo phân công cụ thể của người sử dụng lao động.""

Tuy nhiên, **nếu địa điểm làm việc thay đổi vượt quá phạm vi đã ghi trong hợp đồng**, thì công ty **phải thỏa thuận bằng văn bản** với người lao động trước khi điều chuyển (theo **Điều 29 Bộ luật Lao động 2019**).

---

### Kết luận:

✅ **Phải ghi rõ các địa điểm làm việc thực tế** mà chị A thường xuyên làm việc trong hợp đồng lao động.  
✅ Có thể liệt kê cụ thể từng kho hoặc ghi theo phạm vi hành chính (ví dụ: các quận tại TP.HCM).  
✅ Không được ghi chung chung như ""theo phân công"" nếu không có thỏa thuận rõ ràng, vì có thể bị coi là vi phạm Điều 21 và Điều 29 Bộ luật Lao động.

👉 **Tham khảo: Điều 21 và Điều 29 Bộ luật Lao động năm 2019.**",
"Một công ty phần mềm thỏa thuận với nhân viên về việc không được tiết lộ thuật toán cho đối thủ. Sau khi nghỉ việc 1 năm, nhân viên này vi phạm. Công ty muốn xử lý bồi thường thì áp dụng luật nào?",[],"Trường hợp này, công ty có thể căn cứ vào **Bộ luật Dân sự 2015** và **Luật Sở hữu trí tuệ 2005 (sửa đổi, bổ sung 2009, 2022)** để yêu cầu nhân viên bồi thường thiệt hại do vi phạm thỏa thuận bảo mật và xâm phạm bí mật kinh doanh.

Cụ thể, các quy định pháp luật áp dụng như sau:

### 1. **Bí mật kinh doanh là tài sản trí tuệ được pháp luật bảo vệ**
Theo **Điều 28 Luật Sở hữu trí tuệ 2005 (sửa đổi 2022)**, bí mật kinh doanh là thông tin thu được từ hoạt động đầu tư tài chính, thời gian, công sức, trí tuệ, chưa được bộc lộ và có khả năng áp dụng trong kinh doanh, sản xuất, dịch vụ.

> **Thuật toán phần mềm** có thể được coi là **bí mật kinh doanh** nếu đáp ứng các điều kiện:
> - Không bị bộc lộ công khai;
> - Có giá trị kinh tế do tính bí mật;
> - Chủ sở hữu đã áp dụng các biện pháp hợp lý để bảo vệ tính bí mật (ví dụ: ký thỏa thuận bảo mật).

### 2. **Nghĩa vụ bảo mật của người lao động**
Theo **Điều 27 Bộ luật Lao động 2019**, người lao động có nghĩa vụ:
> “Bảo vệ tài sản, bí mật công nghệ, bí mật kinh doanh, sở hữu trí tuệ của người sử dụng lao động theo quy định của pháp luật và hợp đồng lao động.”

Ngoài ra, nếu hai bên đã ký **thỏa thuận bảo mật (NDA)** hoặc có điều khoản bảo mật trong hợp đồng lao động, thì việc nhân viên tiết lộ thuật toán cho đối thủ sau khi nghỉ việc là **vi phạm nghĩa vụ dân sự**.

### 3. **Trách nhiệm bồi thường thiệt hại**
Theo **Điều 584 Bộ luật Dân sự 2015**:
> “Người nào do lỗi cố ý hoặc lỗi vô ý xâm phạm quyền, lợi ích hợp pháp của người khác mà gây thiệt hại thì phải bồi thường.”

Việc nhân viên tiết lộ bí mật kinh doanh (thuật toán) cho đối thủ sau khi nghỉ việc là hành vi **xâm phạm quyền sở hữu bí mật kinh doanh**, gây thiệt hại cho công ty → phải **bồi thường thiệt hại**.

### 4. **Cơ sở xử lý**
Công ty có thể:
- Yêu cầu **bồi thường thiệt hại** theo **Điều 590 Bộ luật Dân sự** (bồi thường thiệt hại ngoài hợp đồng).
- Yêu cầu **cấm hành vi xâm phạm**, **thu hồi lợi nhuận bất hợp pháp** theo **Điều 203 Luật Sở hữu trí tuệ**.
- Nếu có căn cứ, có thể khởi kiện ra **Tòa án nhân dân có thẩm quyền**.

---

### ✅ Kết luận:
Công ty có thể **áp dụng đồng thời**:
- **Bộ luật Dân sự 2015** (Điều 584, 590) về bồi thường thiệt hại;
- **Luật Sở hữu trí tuệ 2005** (Điều 28, 203) về bảo vệ bí mật kinh doanh;
- **Bộ luật Lao động 2019** (Điều 27) về nghĩa vụ bảo mật của người lao động.

**Lưu ý**: Công ty cần chứng minh:
- Thuật toán là bí mật kinh doanh hợp pháp;
- Có thỏa thuận bảo mật (NDA hoặc điều khoản trong hợp đồng);
- Nhân viên đã tiết lộ thông tin;
- Có thiệt hại thực tế hoặc lợi nhuận bất hợp pháp từ hành vi tiết lộ.

Nếu đủ căn cứ, công ty hoàn toàn có thể khởi kiện để yêu cầu bồi thường.",
"Công ty X muốn tuyển lao động nữ vào vị trí thợ lặn chuyên nghiệp. Theo danh mục nghề nghiệp, công ty có được phép bố trí lao động nữ vào vị trí này không?",[],"Theo quy định của pháp luật lao động Việt Nam, việc bố trí lao động nữ vào các công việc cụ thể phải tuân thủ **Danh mục các công việc cấm sử dụng lao động nữ** được ban hành kèm theo **Nghị định số 85/2015/NĐ-CP** ngày 01/10/2015 của Chính phủ và được sửa đổi, bổ sung bởi **Nghị định số 145/2020/NĐ-CP** ngày 14/12/2020.

Cụ thể, tại **Khoản 1 Điều 145 Bộ luật Lao động năm 2019** quy định:

> ""Không được sử dụng lao động nữ làm các công việc nặng nhọc, nguy hiểm, độc hại hoặc tiếp xúc với các yếu tố, điều kiện lao động có hại đến khả năng sinh sản, nuôi con của phụ nữ theo danh mục do Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành.""

Theo **Danh mục các công việc cấm sử dụng lao động nữ** (ban hành kèm theo Nghị định 145/2020/NĐ-CP), **công việc thợ lặn chuyên nghiệp** thuộc nhóm nghề nghiệp **cấm sử dụng lao động nữ** do đặc thù nguy hiểm, áp lực cao, môi trường làm việc khắc nghiệt dưới nước sâu, có nguy cơ ảnh hưởng đến sức khỏe sinh sản và tính mạng.

Do đó, **công ty X không được phép bố trí lao động nữ vào vị trí thợ lặn chuyên nghiệp**, vì đây là công việc nằm trong danh mục cấm sử dụng lao động nữ theo quy định pháp luật.

**Tóm lại:**  
👉 **Không được phép**.  
👉 Căn cứ: **Điều 145 Bộ luật Lao động 2019** và **Danh mục công việc cấm sử dụng lao động nữ** theo **Nghị định 145/2020/NĐ-CP**.",
Doanh nghiệp tuyển một bạn trẻ 16 tuổi vào làm nhân viên phục vụ. Việc giao kết hợp đồng lao động cần có sự đồng ý của ai để hợp pháp?,[],"Theo quy định của Bộ luật Lao động năm 2019, người từ đủ 15 tuổi đến dưới 18 tuổi được coi là người lao động chưa thành niên. Khi tuyển dụng người lao động chưa thành niên, việc giao kết hợp đồng lao động phải tuân thủ các quy định đặc biệt về bảo vệ người lao động chưa thành niên.

Cụ thể, tại **Điều 145 Bộ luật Lao động năm 2019**, quy định:

> ""1. Người sử dụng lao động chỉ được sử dụng người từ đủ 15 tuổi đến dưới 18 tuổi vào làm các công việc nhẹ theo danh mục do Chính phủ quy định.
>
> 2. Khi sử dụng người từ đủ 15 tuổi đến dưới 18 tuổi, người sử dụng lao động phải lập hồ sơ riêng, phải có **sự đồng ý bằng văn bản của người đại diện theo pháp luật của người dưới 18 tuổi** và phải bảo đảm các điều kiện lao động, an toàn, vệ sinh lao động phù hợp với đặc điểm thể chất của người lao động chưa thành niên.""

Do đó, trong trường hợp doanh nghiệp tuyển bạn trẻ **16 tuổi** làm nhân viên phục vụ, việc giao kết hợp đồng lao động **phải có sự đồng ý bằng văn bản của người đại diện theo pháp luật của người đó**, thường là **cha, mẹ hoặc người giám hộ hợp pháp**.

👉 **Kết luận**: Việc giao kết hợp đồng lao động với người 16 tuổi **cần có sự đồng ý bằng văn bản của cha, mẹ hoặc người đại diện theo pháp luật** thì mới hợp pháp, theo quy định tại **Điều 145, Bộ luật Lao động 2019**.",
Công ty tuyển dụng kế toán viên (trình độ cao đẳng). Thời gian thử việc tối đa mà công ty được phép thỏa thuận là bao nhiêu ngày?,[],"Theo quy định tại **Điều 27, Bộ luật Lao động năm 2019**, thời gian thử việc tối đa được thỏa thuận như sau:

> **Điều 27. Thời gian thử việc**  
> 1. Thời gian thử việc căn cứ vào tính chất, mức độ phức tạp của công việc và trình độ chuyên môn, kỹ thuật, nghiệp vụ của người lao động nhưng phải bảo đảm các điều kiện sau đây:  
> a) Không quá 60 ngày đối với công việc có yêu cầu trình độ chuyên môn, kỹ thuật từ cao đẳng trở lên;  
> b) Không quá 30 ngày đối với công việc có yêu cầu trình độ chuyên môn, kỹ thuật trung cấp nghề, trung cấp chuyên nghiệp;  
> c) Không quá 06 ngày làm việc đối với công việc khác.

Trong trường hợp của bạn, **kế toán viên có trình độ cao đẳng** → thuộc trường hợp **yêu cầu trình độ từ cao đẳng trở lên**.

👉 Do đó, **thời gian thử việc tối đa được phép thỏa thuận là 60 ngày**.

**Căn cứ pháp lý:** **Khoản 1, Điều 27 Bộ luật Lao động 2019**.",
Lao động nữ đang nuôi con 10 tháng tuổi. Công ty có được quyền yêu cầu chị làm thêm giờ nếu chị không đồng ý không?,[],"Theo quy định của pháp luật lao động Việt Nam, **công ty không được quyền yêu cầu lao động nữ đang nuôi con dưới 12 tháng tuổi làm thêm giờ nếu người đó không đồng ý**.

Cụ thể, **Điều 173 Bộ luật Lao động năm 2019** quy định về làm thêm giờ như sau:

> **Điều 173. Làm thêm giờ**
> 
> 1. Làm thêm giờ là thời gian làm việc ngoài thời gian làm việc bình thường theo quy định của pháp luật, thỏa ước lao động tập thể hoặc nội quy lao động.
> 
> 2. Người sử dụng lao động chỉ được sử dụng người lao động làm thêm giờ khi **được sự đồng ý của người lao động**.
> 
> 3. Không được sử dụng người lao động làm thêm giờ nếu thuộc một trong các trường hợp sau đây:
> 
> ...
> 
> **c) Lao động nữ đang nuôi con dưới 12 tháng tuổi**, trừ trường hợp được người lao động đồng ý.

Như vậy, mặc dù điểm c khoản 3 Điều 173 có ngoại lệ ""trừ trường hợp được người lao động đồng ý"", nhưng **nếu lao động nữ không đồng ý**, thì **công ty không được phép yêu cầu hoặc buộc chị phải làm thêm giờ**.

👉 **Kết luận**: **Không, công ty không được quyền yêu cầu lao động nữ đang nuôi con 10 tháng tuổi làm thêm giờ nếu chị ấy không đồng ý.**",
Nhân viên phát hiện máy móc bị rò rỉ điện nghiêm trọng đe dọa tính mạng. Nhân viên có quyền từ chối làm việc tại vị trí đó không?,[],"Theo quy định của pháp luật lao động Việt Nam, **người lao động có quyền từ chối làm việc** khi phát hiện **nguy cơ xảy ra tai nạn lao động đe dọa nghiêm trọng đến tính mạng hoặc sức khỏe của mình**.

Cụ thể, **Điều 119 Bộ luật Lao động năm 2019** quy định:

> **""Điều 119. Quyền từ chối làm việc hoặc rời bỏ nơi làm việc**  
> 1. Người lao động có quyền từ chối làm việc hoặc rời bỏ nơi làm việc khi thấy rõ nguy cơ xảy ra tai nạn lao động đe dọa trực tiếp đến tính mạng hoặc sức khỏe của mình và phải báo ngay cho người quản lý trực tiếp biết.  
> 2. Người sử dụng lao động không được buộc người lao động tiếp tục làm việc hoặc trở lại làm việc tại nơi làm việc nếu nguy cơ chưa được khắc phục.""

Trong trường hợp của bạn:  
- Nhân viên phát hiện **máy móc bị rò rỉ điện nghiêm trọng**, điều này **đe dọa trực tiếp đến tính mạng và sức khỏe**.  
- Do đó, **nhân viên hoàn toàn có quyền từ chối làm việc tại vị trí đó**.  
- Tuy nhiên, nhân viên **phải báo ngay cho người quản lý trực tiếp** biết về sự cố để có biện pháp xử lý kịp thời.  
- Trong thời gian nguy cơ chưa được khắc phục, **người sử dụng lao động không được ép buộc nhân viên làm việc trở lại**.

👉 **Kết luận**: **Có, nhân viên có quyền từ chối làm việc** tại vị trí có máy móc rò rỉ điện nghiêm trọng, theo **Điều 119 Bộ luật Lao động 2019**.",
"Công ty sử dụng 15 lao động nhưng chỉ dặn dò nội quy bằng miệng, không ban hành văn bản. Mức phạt tiền đối với tổ chức vi phạm này là bao nhiêu?",[],"Theo quy định tại **Điểm a, Khoản 1, Điều 22 Nghị định 28/2020/NĐ-CP** (sửa đổi, bổ sung bởi **Khoản 10, Điều 1 Nghị định 123/2021/NĐ-CP**), hành vi **sử dụng lao động nhưng không ban hành nội quy lao động bằng văn bản** khi sử dụng từ 10 người lao động trở lên sẽ bị xử phạt vi phạm hành chính.

Cụ thể:

> **Điều 22. Vi phạm quy định về nội quy lao động**
>
> **1. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng** đối với người sử dụng lao động có từ 10 người lao động trở lên mà **không ban hành nội quy lao động bằng văn bản** hoặc ban hành nội quy lao động không đúng trình tự, thủ tục theo quy định.

Vì công ty bạn đang sử dụng **15 lao động** (tức từ 10 người trở lên) và **chỉ dặn dò nội quy bằng miệng, không ban hành văn bản**, nên hành vi này **bị xử phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng**.

👉 **Mức phạt cụ thể** sẽ do thanh tra lao động quyết định dựa trên tình tiết vi phạm, mức độ nghiêm trọng, thái độ khắc phục, v.v.

**Lưu ý:** Theo **Điều 118 Bộ luật Lao động 2019**, người sử dụng lao động có từ 10 người lao động trở lên **bắt buộc phải xây dựng nội quy lao động bằng văn bản** và đăng ký với cơ quan quản lý nhà nước về lao động cấp tỉnh.",
